REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,530
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,100
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,19
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,4535
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,4205
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,125
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3160
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2805
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,665
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,140
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,21
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,1940
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1805
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,40
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1710
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1280
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,795
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,225
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,29
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3495
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,3115
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,160
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,10
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,7
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2495
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1995
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,60
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,5
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,8
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2605
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2555
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,660
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,25
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,4
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,6595
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,5960
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,470
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,85
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,18
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,7050
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,4820
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,1045
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,100
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,10
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,8655
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,8495
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,2250
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,300
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,13
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,13315
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,10825
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,95
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,40
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,43
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1375
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,470
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,245
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,55
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,23
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2820
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2240
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,125
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,15
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,11
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1555
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1285
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,550
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,65
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,12
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3285
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2755
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,180
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,6450
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,5340
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,45
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3210
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2680
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,300
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,25
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,9
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2480
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2230
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,655
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,35
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,5
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,1735
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1675
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,35
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/05/2024,31/07/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3740
