REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,8
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2585
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,5705
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,500
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,80
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,16
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,4920
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,4355
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,165
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3145
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2630
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,305
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,20
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,6
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2115
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1575
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,140
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,15
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,10
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1580
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1345
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,720
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,140
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,19
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3325
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2915
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,175
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,25
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,14
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3235
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,7875
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,105
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,20
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,17
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3225
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,3530
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,765
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,35
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,4
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,6395
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,3765
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,360
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,10
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,2
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,6770
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,4835
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,1810
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,300
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,16
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,8395
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,6250
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,3000
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,650
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,22
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,13475
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,10080
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,925
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,115
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,12
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2065
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1765
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,510
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,110
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,22
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3180
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2925
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,270
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,55
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,21
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1385
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,745
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,550
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,125
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,23
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3270
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1985
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,200
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,5
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,3
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,6275
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,5630
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,45
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3035
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1925
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,480
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,55
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,11
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2395
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2255
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,605
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,40
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,6
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,1850
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1590
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,80
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/02/2024,30/04/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3570
