REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,20
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2520
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2265
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,565
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,75
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,13
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,3855
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,3890
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,85
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3050
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2690
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,605
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,90
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,15
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,1800
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1845
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,30
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1740
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1175
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,665
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,120
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,18
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2880
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,3155
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,205
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,20
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,9
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3335
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2115
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,85
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,5
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,6
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2090
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1320
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,610
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,30
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,5
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,6420
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,5775
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,425
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,35
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,8
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,5785
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,4180
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,1260
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,115
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,9
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,7825
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,7485
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,2580
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,250
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,10
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,10030
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,10335
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,410
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,70
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,17
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2030
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,1930
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,345
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,25
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,8
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2240
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,2445
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,55
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,10
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,18
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,1250
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,915
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,290
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,35
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,13
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2435
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1920
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,370
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,6390
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,5730
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,45
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,2420
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJK,NHS DEVON INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,3200
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,270
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,25
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,9
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,2355
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS05,Number of CMH referral-spells that closed in the RP,2335
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08,Number of CYP referral-spells receiving a full clock stop in the RP,635
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08a,Number of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,50
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS08b,Proportion of CYP referral-spells receiving a full clock stop in less than 4 weeks in the RP,8
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS11,Number of CYP referral-spells that started in the RP,1540
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NONE,NONE,MRS12,Number of CYP referral-spells that closed in the RP,1485
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01,Number of CMH referral-spells receiving a full clock stop in the RP,35
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01a,Number of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS01b,Proportion of CMH referral-spells receiving a full clock stop in less than 4 weeks in the RP,*
01/07/2024,30/09/2024,Performance,ICB of GP Practice or Residence,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NONE,NONE,MRS04,Number of CMH referral-spells that started in the RP,3490
